,PLAT,NET,NAME,REPTYPE,LAT,LON,CLIMATE SUMMARY,AVAILABILITY,STATION OPS,OP MODE,TYPE,MOVING
156,PAFM,ICAO,AMBLER,METAR,67.106314,-157.857472,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
157,GAMB,ICAO,AMBODEDJO,METAR,14.512803,-4.079561,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
158,SACO,ICAO,AMBROSIO L V TARAVELLA,METAR,-31.323619,-64.207953,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
159,LIBA,ICAO,AMENDOLA,METAR,41.541392,15.718082999999998,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
160,KAMW,ICAO,AMES MUNI,METAR,42.0,-93.6166666,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
161,GVAC,ICAO,AMILCAR CABRAL INTL,METAR,16.741389,-22.949444,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
162,VIAR,ICAO,AMRITSAR,METAR,31.709594,74.797264,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
163,LTBY,ICAO,ANADOLU,METAR,39.809858,30.519378000000003,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
164,PAKP,ICAO,ANAKTUVUK PASS,METAR,68.133597,-151.74334199999998,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
165,PALH,ICAO,ANCHORAGE  LAKE HOOD SEAPLANE BA,METAR,61.18,-149.97,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
166,SPHY,ICAO,ANDAHUAYLAS,METAR,-13.706407999999998,-73.350378,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
167,K79J,ICAO,ANDALUSIA OPP,METAR,31.308752,-86.393778,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
168,PGUA,ICAO,ANDERSEN AFB,METAR,13.583953,144.930025,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUGMENTED,SFC_OBS,1
169,KAID,ICAO,ANDERSON MUNI DARLINGTON FLD,METAR,40.108611,-85.613,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
170,KAND,ICAO,ANDERSON RGNL,METAR,34.494944,-82.709028,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
171,UTFA,ICAO,ANDIZHAN AIRPORT,METAR,40.7333333,72.33333329999999,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
172,ENAN,ICAO,ANDOYA,METAR,69.2925,16.144167000000003,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
173,LGAD,ICAO,ANDRAVIDA,METAR,37.920708000000005,21.292583,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
174,EGRO,ICAO,ANDREW OIL PLATFORM,METAR,58.0333333,1.4,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
175,KADW,ICAO,ANDREWS AFB,METAR,38.810806,-76.867028,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
176,KE11,ICAO,ANDREWS CO AIRPORT,METAR,32.331111,-102.529528,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
177,KRHP,ICAO,ANDREWS MURPHY,METAR,35.195231,-83.863039,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
178,GMMC,ICAO,ANFA,METAR,33.556981,-7.660492,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
179,GMFO,ICAO,ANGADS,METAR,34.78715,-1.923986,JMCLIM,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
180,KAXX,ICAO,ANGEL FIRE,METAR,36.4166666,-105.28991,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
181,SUAA,ICAO,ANGEL S ADAMI,METAR,-34.789208,-56.264703,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
182,ESTA,ICAO,ANGELHOLM,METAR,56.296072,12.847139,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
183,KLFK,ICAO,ANGELINA CO,METAR,31.234014,-94.75,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
184,LFBZ,ICAO,ANGLET,METAR,43.468419,-1.523325,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
185,PAGN,ICAO,ANGOON,METAR,57.5,-134.58,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
186,PANI,ICAO,ANIAK,METAR,61.581597,-159.543042,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
187,KIKV,ICAO,ANKENY RGNL,METAR,41.691361,-93.566361,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
188,KARB,ICAO,ANN ARBOR MUNI,METAR,42.222984,-83.74560799999999,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
189,DABB,ICAO,ANNABA,METAR,36.822225,7.809166999999999,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
190,KNAK,ICAO,ANNAPOLIS UNITED STATES NAVAL ACADEMY,METAR,38.99,-76.48,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
191,PANT,ICAO,ANNETTE ISLAND,METAR,55.042436,-131.572233,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
192,KANB,ICAO,ANNISTON METRO,METAR,33.588167,-85.858111,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
193,KANE,ICAO,ANOKA CO BLAINE,METAR,45.145,-93.211388,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
194,ETEB,ICAO,ANSBACH AHP / KATTERBACH GERMANY,METAR,49.308219,10.638717,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
195,LTAI,ICAO,ANTALYA,METAR,36.898731,30.800461,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
196,LTFG,ICAO,ANTALYA/GAZIPASA,METAR,36.3,32.3,UNAVAILABLE,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
197,MUCU,ICAO,ANTONIO MACEO INTL,METAR,19.969769,-75.835414,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
198,SKPS,ICAO,ANTONIO NARINO,METAR,1.392844,-77.29082199999999,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
199,SKLC,ICAO,ANTONIO ROLDAN BETANCOURT,METAR,7.811955999999999,-76.71642800000001,MINCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
200,UKKM,ICAO,ANTONOV INTL,METAR,50.603497,30.191933,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
201,KACB,ICAO,ANTRIM CO,METAR,44.988575,-85.198356,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
202,PANV,ICAO,ANVIK,METAR,62.646733,-160.190658,LIMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
203,RJSA,ICAO,AOMORI,METAR,40.734722,140.690833,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
204,KAAF,ICAO,APALACHICOLA MUNI,METAR,29.727547,-85.027447,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
205,SLAP,ICAO,APOLO,METAR,-14.733333300000002,-68.41666670000001,LEGACY_OCDS,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
206,KAQP,ICAO,APPLETON APPLETON MUNICIPAL AIR,METAR,45.23,-96.0,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
207,OJAQ,ICAO,AQABA KING HUSSEIN INTL,METAR,29.611619,35.018066999999995,JMCLIM,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
208,OEAR,ICAO,AR RAYIS,METAR,23.558521,38.602106,UNAVAILABLE,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
209,SBAU,ICAO,ARACATUBA,METAR,-21.141342,-50.424722,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
210,LRAR,ICAO,ARAD,METAR,46.17655,21.262022,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
211,OIHR,ICAO,ARAK,METAR,34.138069,49.847297,LIMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
212,KRKP,ICAO,ARANSAS CO,METAR,28.086778,-97.044611,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
213,OERR,ICAO,ARAR,METAR,30.906589,41.138217,JMCLIM,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
214,SBAQ,ICAO,ARARAQUARA,METAR,-21.812,-48.133028,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
215,SBAX,ICAO,ARAXA,METAR,-19.563247,-46.960358,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
216,LGRX,ICAO,ARAXOS,METAR,38.151111,21.425556,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
217,KACV,ICAO,ARCATA,METAR,40.978111,-124.108611,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
218,PARC,ICAO,ARCTIC VILLAGE,METAR,68.11466899999999,-145.579417,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
219,OITL,ICAO,ARDABIL,METAR,38.326261,48.424414,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
220,K1F0,ICAO,ARDMORE DOWNTOWN EXECUTIVE,METAR,34.146989000000005,-97.122653,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
221,KADM,ICAO,ARDMORE MUNI,METAR,34.300833000000004,-97.008889,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
222,LIQB,ICAO,AREZZO,METAR,43.466666700000005,11.85,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
223,YARG,ICAO,ARGYLE,METAR,-16.636944,128.45138899999998,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
224,KBYH,ICAO,ARKANSAS INTL,METAR,35.964347,-89.943956,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
225,ESSA,ICAO,ARLANDA,METAR,59.65194399999999,17.918611,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
226,KGKY,ICAO,ARLINGTON MUNI,METAR,32.663861,-97.094278,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
227,KAWO,ICAO,ARLINGTON MUNICIPAL AIRPORT,METAR,48.160748,-122.159028,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
228,LEGA,ICAO,ARMILLA,METAR,37.133222,-3.635694,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
229,LFRT,ICAO,ARMOR,METAR,48.537777,-2.854445,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
230,CYYW,ICAO,ARMSTRONG,METAR,50.290279,-88.90972099999999,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
231,LFRM,ICAO,ARNAGE,METAR,47.948611,0.201667,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
232,KLBE,ICAO,ARNOLD PALMER RGNL,METAR,40.275939,-79.404797,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
233,ENML,ICAO,ARO,METAR,62.744722,7.2625,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
234,FMNA,ICAO,ARRACHART,METAR,-12.3494,49.291747,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
235,MDAB,ICAO,ARROYO BARRIL INTL,METAR,19.198586,-69.429772,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
236,KATS,ICAO,ARTESIA MUNI,METAR,32.852528,-104.467686,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
237,KCIN,ICAO,ARTHUR N NEU,METAR,42.046194,-94.789001,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
238,CYAB,ICAO,ARTIC BAY,METAR,73.0,-85.0333333,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
239,SUAG,ICAO,ARTIGAS INTL,METAR,-30.400706,-56.50786899999999,LEGACY_OCDS,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
240,SCEL,ICAO,ARTURO MERINO BENITEZ INTL,METAR,-33.392975,-70.785803,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
241,SVVA,ICAO,ARTURO MICHELENA INTL,METAR,10.149733,-67.9284,LEGACY_OCDS,NEW SITE,PART TIME,UNKNOWN,SFC_OBS,1
242,HTAR,ICAO,ARUSHA,METAR,-3.3677940000000004,36.633333,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
243,CYEK,ICAO,ARVIAT,METAR,61.094166,-94.070833,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
244,ESNX,ICAO,ARVIDSJAUR,METAR,65.590278,19.281944,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
245,RJEC,ICAO,ASAHIKAWA,METAR,43.670833,142.4475,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
246,RJCA,ICAO,ASAHIKAWA,METAR,43.795181,142.363136,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
247,SLAS,ICAO,ASCENCION GUARAYOS,METAR,-15.7166667,-63.1,LEGACY_OCDS,DATA INCOMPLETE,PART TIME,UNKNOWN,SFC_OBS,1
248,FHAW,ICAO,ASCENSION AUX AF,METAR,-7.969597,-14.393664,LIMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
249,KGEV,ICAO,ASHE COUNTY,METAR,36.432431,-81.41968299999999,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
250,KHBI,ICAO,ASHEBORO RGNL,METAR,35.654528000000006,-79.894739,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
251,KAVL,ICAO,ASHEVILLE RGNL,METAR,35.436194,-82.54180600000001,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
252,UTAA,ICAO,ASHGABAT,METAR,37.986814,58.360967,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
253,RJFA,ICAO,ASHIYA,METAR,33.883083,130.653,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
254,KDWU,ICAO,ASHLAND RGNL,METAR,38.5545,-82.737999,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
255,KHZY,ICAO,ASHTABULA CO,METAR,41.777972,-80.69550799999999,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
256,KASE,ICAO,ASPEN PITKIN CO SARDY FLD,METAR,39.223167,-106.868861,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
257,LLER,ICAO,ASSAF RAMON INTL / EILAT,METAR,29.727167,35.014167,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
258,UACC,ICAO,ASTANA INTL,METAR,51.022222,71.466944,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
259,KAST,ICAO,ASTORIA RGNL,METAR,46.157972,-123.878694,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
260,URWA,ICAO,ASTRAKHAN,METAR,46.283333,48.006278,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
261,LEAS,ICAO,ASTURIAS,METAR,43.563567,-6.034622,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
262,HESN,ICAO,ASWAN INTL,METAR,23.964356,32.819975,JMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
263,HEAT,ICAO,ASYUT INTL,METAR,27.046508000000003,31.011983,JMCLIM,DATA LIMITED,FULL TIME,UNKNOWN,SFC_OBS,1
264,GQPA,ICAO,ATAR,METAR,20.506828,-13.043194,MINCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
265,LTBA,ICAO,ATATURK,METAR,40.976892,28.821111,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
266,KAHN,ICAO,ATHENS BEN EPPS,METAR,33.948594,-83.326347,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
267,KF44,ICAO,ATHENS MUNI,METAR,32.163847,-95.828353,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
268,NCAT,ICAO,ATIU ENUA MANU,METAR,-19.9678,-158.119,UNAVAILABLE,DATA INCOMPLETE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
269,PAAK,ICAO,ATKA AIRPORT,METAR,52.22,-174.21,UNAVAILABLE,DATA LIMITED,PART TIME,PRIMARY AUTO,SFC_OBS,1
270,KPTS,ICAO,ATKINSON MUNI,METAR,37.44945,-94.731119,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
271,KCVC,ICAO,ATLANTA (COVINGTON MUNI,METAR,33.6333333,-83.85,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
272,KACY,ICAO,ATLANTIC CITY INTL,METAR,39.457583,-74.577167,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
273,KAIO,ICAO,ATLANTIC MUNI,METAR,41.407267,-95.046906,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
274,KATP,ICAO,ATLANTIS,METAR,27.2,-90.0333333,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
275,KAQR,ICAO,ATOKA MUNI,METAR,34.398339,-96.148061,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
276,PATQ,ICAO,ATQASUK EDWARD BURNELL SR MEM,METAR,70.467275,-157.43573600000002,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
277,RJTA,ICAO,ATSUGI NAF,METAR,35.454611,139.450167,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
278,CYAT,ICAO,ATTAWAPISKAT,METAR,52.9333333,-82.4,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
279,UATG,ICAO,ATYRAU,METAR,47.121944,51.821389,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
280,KGWB,ICAO,AUBURN / DE KALB CO,METAR,41.307167,-85.064361,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
281,KLEW,ICAO,AUBURN LEWISTON MUNI,METAR,44.048472,-70.283506,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
282,KAUN,ICAO,AUBURN MUNI,METAR,38.954819,-121.081725,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
283,KAUO,ICAO,AUBURN OPELIKA ROBERT G PITTS,METAR,32.615119,-85.434014,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
284,NZAA,ICAO,AUCKLAND INTL,METAR,-37.008056,174.791667,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
285,KADU,ICAO,AUDUBON CO,METAR,41.701374,-94.920542,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
286,EDMA,ICAO,AUGSBURG,METAR,48.425158,10.931764,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
287,K3AU,ICAO,AUGUSTA MUNI,METAR,37.671627,-97.077873,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
288,KAGS,ICAO,AUGUSTA RGNL AT BUSH FLD,METAR,33.369944,-81.9645,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
289,KAUG,ICAO,AUGUSTA STATE,METAR,44.320647,-69.797317,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
290,SBNT,ICAO,AUGUSTO SEVERO,METAR,-5.911417,-35.247717,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
291,CYLA,ICAO,AUPALUKA,METAR,59.29667,-69.98339,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
292,VAAU,ICAO,AURANGABAD,METAR,19.863169,75.398206,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
293,LRBS,ICAO,AUREL VLAICU,METAR,44.503194,26.102111,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
294,LFLW,ICAO,AURILLAC,METAR,44.891388,2.421944,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
295,KARR,ICAO,AURORA MUNI,METAR,41.771931,-88.475658,UNAVAILABLE,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
296,KAUH,ICAO,AURORA MUNI AL POTTER FLD,METAR,40.894139,-97.991556,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
297,KUAO,ICAO,AURORA STATE,METAR,45.247139,-122.770056,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
298,KTMT,ICAO,AUSTIN ARPT,METAR,39.46794439999999,-117.197444,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
299,KAUS,ICAO,AUSTIN BERGSTROM INTL,METAR,30.194528,-97.669889,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
300,KATT,ICAO,AUSTIN CAMP MABRY,METAR,30.32,-97.77,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
301,KEDC,ICAO,AUSTIN EXECUTIVE,METAR,30.395,-97.5667,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
302,KAUM,ICAO,AUSTIN MUNI,METAR,43.664993,-92.933386,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
303,KGRB,ICAO,AUSTIN STRAUBEL INTL,METAR,44.485072,-88.129589,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
304,LFLC,ICAO,AUVERGNE,METAR,45.786661,3.169169,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
305,YMAV,ICAO,AVALON,METAR,-38.039444,144.46944399999998,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
306,KSWW,ICAO,AVENGER FLD,METAR,32.467364,-100.466564,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
307,LIPA,ICAO,AVIANO AB,METAR,46.031889,12.596472,LIMCLIM,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
308,EKAV,ICAO,AVNO AIR BASE,METAR,55.0833333,11.7833333,UNAVAILABLE,DATA INCOMPLETE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
309,LFOA,ICAO,AVORD,METAR,47.053333,2.6325,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
310,LTBD,ICAO,AYDIN,METAR,37.85,27.85,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
311,YAYE,ICAO,AYERS ROCK CONNELLAN,METAR,-25.186111,130.975556,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
312,PTRO,ICAO,BABELTHUAP / KOROR AIRPORT,METAR,7.367303,134.544277,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
313,EPBC,ICAO,BABICE,METAR,52.268494,20.911047,UNAVAILABLE,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
314,EPZG,ICAO,BABIMOST,METAR,52.138517,15.798556,LEGACY_OCDS,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
315,SBBI,ICAO,BACACHERI,METAR,-25.405078,-49.232036,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
316,LRBC,ICAO,BACAU,METAR,46.521946,26.910278,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
317,KAMG,ICAO,BACON CO,METAR,31.536056,-82.506556,UNAVAILABLE,DATA AVAILABLE,FULL TIME,PRIMARY AUTO,SFC_OBS,1
318,VEBD,ICAO,BAGDOGRA,METAR,26.681206,88.328567,LEGACY_OCDS,DATA LIMITED,PART TIME,UNKNOWN,SFC_OBS,1
319,ORBI,ICAO,BAGHDAD INTL AIRPORT,METAR,33.2666666,44.2333333,LIMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
320,CYBG,ICAO,BAGOTVILLE,METAR,48.330555,-70.996391,JMCLIM,DATA AVAILABLE,FULL TIME,UNKNOWN,SFC_OBS,1
321,OAIX,ICAO,BAGRAM,METAR,34.946389,69.265,JMCLIM,DATA AVAILABLE,FULL TIME,PRIMARY AUGMENTED,SFC_OBS,1
